"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Município";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Município";"2015";"2020"
"Nível";"Cód.";"Município";"Bovino";"Bovino"
"MU";"3509700";"Campos do Jordão (SP)";"784";"738"
"MU";"3509809";"Campos Novos Paulista (SP)";"18386";"13500"
"MU";"3509908";"Cananéia (SP)";"1200";"570"
"MU";"3509957";"Canas (SP)";"4315";"4424"
"MU";"3510005";"Cândido Mota (SP)";"4515";"4362"
"MU";"3510104";"Cândido Rodrigues (SP)";"741";"705"
"MU";"3510153";"Canitar (SP)";"620";"350"
"MU";"3510203";"Capão Bonito (SP)";"28180";"23350"
"MU";"3510302";"Capela do Alto (SP)";"7333";"8820"
"MU";"3510401";"Capivari (SP)";"4700";"5338"
"MU";"3510500";"Caraguatatuba (SP)";"10744";"8290"
"MU";"3510609";"Carapicuíba (SP)";"...";"..."
"MU";"3510708";"Cardoso (SP)";"39000";"40386"
"MU";"3510807";"Casa Branca (SP)";"11500";"14200"
"MU";"3510906";"Cássia dos Coqueiros (SP)";"12338";"14500"
"MU";"3511003";"Castilho (SP)";"62901";"88624"
"MU";"3511102";"Catanduva (SP)";"2513";"2665"
"MU";"3511201";"Catiguá (SP)";"1089";"1420"
"MU";"3511300";"Cedral (SP)";"14220";"12930"
"MU";"3511409";"Cerqueira César (SP)";"21804";"20250"
"MU";"3511508";"Cerquilho (SP)";"8000";"9150"
"MU";"3511607";"Cesário Lange (SP)";"10334";"10400"
"MU";"3511706";"Charqueada (SP)";"4201";"4913"
"MU";"3511904";"Clementina (SP)";"10333";"12020"
"MU";"3512001";"Colina (SP)";"8438";"9442"
"MU";"3512100";"Colômbia (SP)";"11338";"11035"
"MU";"3512209";"Conchal (SP)";"2100";"1962"
"MU";"3512308";"Conchas (SP)";"54500";"68920"
"MU";"3512407";"Cordeirópolis (SP)";"1027";"876"
"MU";"3512506";"Coroados (SP)";"15052";"13050"
"MU";"3512605";"Coronel Macedo (SP)";"16000";"15642"
"MU";"3512704";"Corumbataí (SP)";"13729";"17001"
"MU";"3512803";"Cosmópolis (SP)";"1467";"1500"
"MU";"3512902";"Cosmorama (SP)";"22605";"32000"
"MU";"3513009";"Cotia (SP)";"...";"..."
"MU";"3513108";"Cravinhos (SP)";"5893";"5000"
"MU";"3513207";"Cristais Paulista (SP)";"23837";"22376"
"MU";"3513306";"Cruzália (SP)";"1928";"760"
"MU";"3513405";"Cruzeiro (SP)";"11390";"16000"
"MU";"3513504";"Cubatão (SP)";"...";"..."
"MU";"3513603";"Cunha (SP)";"75020";"121100"
"MU";"3513702";"Descalvado (SP)";"28000";"28150"
"MU";"3513801";"Diadema (SP)";"...";"..."
"MU";"3513850";"Dirce Reis (SP)";"8125";"9558"
"MU";"3513900";"Divinolândia (SP)";"26000";"24300"
"MU";"3514007";"Dobrada (SP)";"599";"585"
"MU";"3514106";"Dois Córregos (SP)";"12499";"13985"
"MU";"3514205";"Dolcinópolis (SP)";"4780";"4791"
"MU";"3514304";"Dourado (SP)";"11323";"10850"
"MU";"3514403";"Dracena (SP)";"30590";"29564"
"MU";"3514502";"Duartina (SP)";"22087";"22750"
"MU";"3514601";"Dumont (SP)";"369";"368"
"MU";"3514700";"Echaporã (SP)";"41212";"32800"
"MU";"3514809";"Eldorado (SP)";"19880";"10800"
"MU";"3514908";"Elias Fausto (SP)";"6250";"7070"
"MU";"3514924";"Elisiário (SP)";"1556";"1320"
"MU";"3514957";"Embaúba (SP)";"1050";"1940"
"MU";"3515004";"Embu das Artes (SP)";"...";"..."
"MU";"3515103";"Embu-Guaçu (SP)";"...";"..."
"MU";"3515129";"Emilianópolis (SP)";"25356";"23349"
"MU";"3515152";"Engenheiro Coelho (SP)";"3443";"3350"
"MU";"3515186";"Espírito Santo do Pinhal (SP)";"16780";"16500"
"MU";"3515194";"Espírito Santo do Turvo (SP)";"19380";"16000"
"MU";"3515202";"Estrela d'Oeste (SP)";"26478";"38634"
"MU";"3515301";"Estrela do Norte (SP)";"13903";"13229"
"MU";"3515350";"Euclides da Cunha Paulista (SP)";"58174";"54171"
"MU";"3515400";"Fartura (SP)";"40578";"39841"
"MU";"3515509";"Fernandópolis (SP)";"37255";"37126"
"MU";"3515608";"Fernando Prestes (SP)";"1856";"2690"
"MU";"3515657";"Fernão (SP)";"7493";"5910"
"MU";"3515707";"Ferraz de Vasconcelos (SP)";"89";"100"
"MU";"3515806";"Flora Rica (SP)";"17851";"18580"
"MU";"3515905";"Floreal (SP)";"15855";"17790"
"MU";"3516002";"Flórida Paulista (SP)";"38281";"43750"
"MU";"3516101";"Florínea (SP)";"643";"630"
"MU";"3516200";"Franca (SP)";"21988";"20098"
"MU";"3516309";"Francisco Morato (SP)";"...";"155"
"MU";"3516408";"Franco da Rocha (SP)";"...";"208"
"MU";"3516507";"Gabriel Monteiro (SP)";"9208";"10500"
"MU";"3516606";"Gália (SP)";"16239";"17658"
"MU";"3516705";"Garça (SP)";"38756";"33845"
"MU";"3516804";"Gastão Vidigal (SP)";"14256";"12608"
"MU";"3516853";"Gavião Peixoto (SP)";"1671";"1568"
"MU";"3516903";"General Salgado (SP)";"43165";"44776"
"MU";"3517000";"Getulina (SP)";"37200";"41474"
"MU";"3517109";"Glicério (SP)";"10900";"11131"
"MU";"3517208";"Guaiçara (SP)";"21000";"21300"
"MU";"3517307";"Guaimbê (SP)";"14900";"15313"
"MU";"3517406";"Guaíra (SP)";"12655";"17082"
"MU";"3517505";"Guapiaçu (SP)";"12376";"11720"
"MU";"3517604";"Guapiara (SP)";"8319";"9792"
"MU";"3517703";"Guará (SP)";"5829";"4486"
"MU";"3517802";"Guaraçaí (SP)";"42563";"41410"
"MU";"3517901";"Guaraci (SP)";"13796";"15611"
"MU";"3518008";"Guarani d'Oeste (SP)";"7750";"9123"
"MU";"3518107";"Guarantã (SP)";"37177";"35992"
"MU";"3518206";"Guararapes (SP)";"53100";"49420"
"MU";"3518305";"Guararema (SP)";"7222";"8700"
"MU";"3518404";"Guaratinguetá (SP)";"43633";"58056"
"MU";"3518503";"Guareí (SP)";"42978";"43659"
"MU";"3518602";"Guariba (SP)";"634";"599"
"MU";"3518701";"Guarujá (SP)";"...";"..."
"MU";"3518800";"Guarulhos (SP)";"-";"-"
"MU";"3518859";"Guatapará (SP)";"5052";"4500"
"MU";"3518909";"Guzolândia (SP)";"30248";"31000"
"MU";"3519006";"Herculândia (SP)";"32203";"33259"
"MU";"3519055";"Holambra (SP)";"1440";"1335"
"MU";"3519071";"Hortolândia (SP)";"...";"..."
"MU";"3519105";"Iacanga (SP)";"24477";"16082"
"MU";"3519204";"Iacri (SP)";"22690";"24136"
"MU";"3519253";"Iaras (SP)";"7167";"7670"
"MU";"3519303";"Ibaté (SP)";"3250";"4150"
"MU";"3519402";"Ibirá (SP)";"12320";"12488"
"MU";"3519501";"Ibirarema (SP)";"3173";"3510"
"MU";"3519600";"Ibitinga (SP)";"14000";"12200"
"MU";"3519709";"Ibiúna (SP)";"3500";"2500"
"MU";"3519808";"Icém (SP)";"9794";"10155"
"MU";"3519907";"Iepê (SP)";"20400";"15300"
"MU";"3520004";"Igaraçu do Tietê (SP)";"146";"194"
"MU";"3520103";"Igarapava (SP)";"9172";"10892"
"MU";"3520202";"Igaratá (SP)";"8928";"9650"
"MU";"3520301";"Iguape (SP)";"5500";"3550"
"MU";"3520400";"Ilhabela (SP)";"...";"46"
"MU";"3520426";"Ilha Comprida (SP)";"...";"..."
"MU";"3520442";"Ilha Solteira (SP)";"26605";"21060"
"MU";"3520509";"Indaiatuba (SP)";"10990";"10000"
"MU";"3520608";"Indiana (SP)";"16246";"16975"
"MU";"3520707";"Indiaporã (SP)";"22511";"25902"
"MU";"3520806";"Inúbia Paulista (SP)";"9809";"10721"
"MU";"3520905";"Ipaussu (SP)";"5890";"4650"
"MU";"3521002";"Iperó (SP)";"5049";"5226"
"MU";"3521101";"Ipeúna (SP)";"9894";"12225"
"MU";"3521150";"Ipiguá (SP)";"6459";"7799"
"MU";"3521200";"Iporanga (SP)";"3600";"1970"
"MU";"3521309";"Ipuã (SP)";"4162";"4408"
"MU";"3521408";"Iracemápolis (SP)";"58";"35"
"MU";"3521507";"Irapuã (SP)";"11000";"10500"
"MU";"3521606";"Irapuru (SP)";"20032";"19500"
"MU";"3521705";"Itaberá (SP)";"35727";"28789"
"MU";"3521804";"Itaí (SP)";"28176";"22780"
"MU";"3521903";"Itajobi (SP)";"10900";"9562"
"MU";"3522000";"Itaju (SP)";"11384";"11031"
"MU";"3522109";"Itanhaém (SP)";"500";"293"
"MU";"3522158";"Itaoca (SP)";"10345";"7709"
"MU";"3522208";"Itapecerica da Serra (SP)";"...";"..."
"MU";"3522307";"Itapetininga (SP)";"68806";"63324"
"MU";"3522406";"Itapeva (SP)";"44771";"52500"
"MU";"3522505";"Itapevi (SP)";"...";"..."
"MU";"3522604";"Itapira (SP)";"32000";"34468"
"MU";"3522653";"Itapirapuã Paulista (SP)";"3972";"2759"
"MU";"3522703";"Itápolis (SP)";"22129";"23980"
"MU";"3522802";"Itaporanga (SP)";"34000";"28379"
"MU";"3522901";"Itapuí (SP)";"1279";"974"
"MU";"3523008";"Itapura (SP)";"13942";"10074"
"MU";"3523107";"Itaquaquecetuba (SP)";"845";"517"
"MU";"3523206";"Itararé (SP)";"37234";"29000"
"MU";"3523305";"Itariri (SP)";"489";"383"
"MU";"3523404";"Itatiba (SP)";"18100";"21000"
"MU";"3523503";"Itatinga (SP)";"21200";"18353"
"MU";"3523602";"Itirapina (SP)";"20214";"21352"
"MU";"3523701";"Itirapuã (SP)";"12254";"9829"
"MU";"3523800";"Itobi (SP)";"12000";"11400"
"MU";"3523909";"Itu (SP)";"29100";"30500"
"MU";"3524006";"Itupeva (SP)";"8183";"9487"
"MU";"3524105";"Ituverava (SP)";"17560";"16856"
"MU";"3524204";"Jaborandi (SP)";"2257";"2231"
"MU";"3524303";"Jaboticabal (SP)";"5940";"4735"
"MU";"3524402";"Jacareí (SP)";"17928";"18750"
"MU";"3524501";"Jaci (SP)";"6253";"7500"
"MU";"3524600";"Jacupiranga (SP)";"9000";"7200"
"MU";"3524709";"Jaguariúna (SP)";"4160";"4536"
"MU";"3524808";"Jales (SP)";"34527";"35862"
"MU";"3524907";"Jambeiro (SP)";"10641";"12937"
"MU";"3525003";"Jandira (SP)";"...";"..."
"MU";"3525102";"Jardinópolis (SP)";"5069";"6000"
"MU";"3525201";"Jarinu (SP)";"4006";"4987"
"MU";"3525300";"Jaú (SP)";"7935";"8820"
"MU";"3525409";"Jeriquara (SP)";"1863";"1486"
"MU";"3525508";"Joanópolis (SP)";"19700";"17600"
"MU";"3525607";"João Ramalho (SP)";"25250";"23420"
"MU";"3525706";"José Bonifácio (SP)";"50685";"55830"
"MU";"3525805";"Júlio Mesquita (SP)";"9664";"10955"
"MU";"3525854";"Jumirim (SP)";"5700";"5489"
"MU";"3525904";"Jundiaí (SP)";"3375";"4041"
"MU";"3526001";"Junqueirópolis (SP)";"33600";"32580"
"MU";"3526100";"Juquiá (SP)";"7000";"6650"
"MU";"3526209";"Juquitiba (SP)";"...";"..."
"MU";"3526308";"Lagoinha (SP)";"18983";"20358"
"MU";"3526407";"Laranjal Paulista (SP)";"35500";"37599"
"MU";"3526506";"Lavínia (SP)";"45662";"42713"
"MU";"3526605";"Lavrinhas (SP)";"7600";"9100"
"MU";"3526704";"Leme (SP)";"3300";"2050"
"MU";"3526803";"Lençóis Paulista (SP)";"4524";"4588"
"MU";"3526902";"Limeira (SP)";"13394";"13900"
"MU";"3527009";"Lindóia (SP)";"3220";"3165"
"MU";"3527108";"Lins (SP)";"22600";"24213"
"MU";"3527207";"Lorena (SP)";"26467";"31430"
"MU";"3527256";"Lourdes (SP)";"8496";"9825"
"MU";"3527306";"Louveira (SP)";"450";"755"
"MU";"3527405";"Lucélia (SP)";"24757";"29570"
"MU";"3527504";"Lucianópolis (SP)";"11189";"8800"
"MU";"3527603";"Luís Antônio (SP)";"5420";"7500"
"MU";"3527702";"Luiziânia (SP)";"9313";"12783"
"MU";"3527801";"Lupércio (SP)";"12957";"10940"
"MU";"3527900";"Lutécia (SP)";"31200";"34334"
"MU";"3528007";"Macatuba (SP)";"1255";"832"
"MU";"3528106";"Macaubal (SP)";"20144";"24100"
"MU";"3528205";"Macedônia (SP)";"25913";"30723"
"MU";"3528304";"Magda (SP)";"18654";"13613"
"MU";"3528403";"Mairinque (SP)";"3712";"4300"
"MU";"3528502";"Mairiporã (SP)";"...";"352"
"MU";"3528601";"Manduri (SP)";"9182";"8847"
"MU";"3528700";"Marabá Paulista (SP)";"82058";"82817"
"MU";"3528809";"Maracaí (SP)";"6369";"5998"
"MU";"3528858";"Marapoama (SP)";"1370";"1790"
"MU";"3528908";"Mariápolis (SP)";"26370";"29362"
"MU";"3529005";"Marília (SP)";"112419";"108403"
"MU";"3529104";"Marinópolis (SP)";"10432";"13350"
"MU";"3529203";"Martinópolis (SP)";"84694";"82098"
"MU";"3529302";"Matão (SP)";"4531";"5933"
"MU";"3529401";"Mauá (SP)";"64";"52"
"MU";"3529500";"Mendonça (SP)";"10488";"9410"
"MU";"3529609";"Meridiano (SP)";"13053";"14045"
"MU";"3529658";"Mesópolis (SP)";"7068";"6722"
"MU";"3529708";"Miguelópolis (SP)";"7830";"4538"
"MU";"3529807";"Mineiros do Tietê (SP)";"3674";"4103"
"MU";"3529906";"Miracatu (SP)";"3620";"3753"
"MU";"3530003";"Mira Estrela (SP)";"17657";"18538"
"MU";"3530102";"Mirandópolis (SP)";"68026";"67674"
"MU";"3530201";"Mirante do Paranapanema (SP)";"129627";"121475"
"MU";"3530300";"Mirassol (SP)";"17361";"17390"
"MU";"3530409";"Mirassolândia (SP)";"11076";"11750"
"MU";"3530508";"Mococa (SP)";"56000";"51307"
"MU";"3530607";"Mogi das Cruzes (SP)";"4455";"4050"
"MU";"3530706";"Mogi Guaçu (SP)";"14500";"13625"
"MU";"3530805";"Mogi Mirim (SP)";"12500";"16519"
"MU";"3530904";"Mombuca (SP)";"2340";"2525"
"MU";"3531001";"Monções (SP)";"6677";"5752"
"MU";"3531100";"Mongaguá (SP)";"13";"13"
"MU";"3531209";"Monte Alegre do Sul (SP)";"4044";"4688"
"MU";"3531308";"Monte Alto (SP)";"14655";"14980"
"MU";"3531407";"Monte Aprazível (SP)";"39195";"35250"
"MU";"3531506";"Monte Azul Paulista (SP)";"8076";"4850"
"MU";"3531605";"Monte Castelo (SP)";"14700";"11950"
"MU";"3531704";"Monteiro Lobato (SP)";"10112";"13108"
"MU";"3531803";"Monte Mor (SP)";"9200";"9000"
"MU";"3531902";"Morro Agudo (SP)";"7760";"12074"
"MU";"3532009";"Morungaba (SP)";"5386";"6004"
"MU";"3532058";"Motuca (SP)";"806";"914"
"MU";"3532108";"Murutinga do Sul (SP)";"28843";"28044"
"MU";"3532157";"Nantes (SP)";"10650";"8158"
"MU";"3532207";"Narandiba (SP)";"12380";"9640"
"MU";"3532306";"Natividade da Serra (SP)";"22900";"20385"
"MU";"3532405";"Nazaré Paulista (SP)";"8300";"6030"
"MU";"3532504";"Neves Paulista (SP)";"13450";"14860"
"MU";"3532603";"Nhandeara (SP)";"31820";"14776"
"MU";"3532702";"Nipoã (SP)";"7610";"7490"
"MU";"3532801";"Nova Aliança (SP)";"11104";"11500"
"MU";"3532827";"Nova Campina (SP)";"2196";"2079"
"MU";"3532843";"Nova Canaã Paulista (SP)";"13539";"17980"
"MU";"3532868";"Nova Castilho (SP)";"17630";"18434"
"MU";"3532900";"Nova Europa (SP)";"670";"604"
"MU";"3533007";"Nova Granada (SP)";"36737";"38580"
"MU";"3533106";"Nova Guataporanga (SP)";"3240";"3550"
"MU";"3533205";"Nova Independência (SP)";"10856";"8463"
"MU";"3533254";"Novais (SP)";"1430";"1322"
"MU";"3533304";"Nova Luzitânia (SP)";"8779";"9420"
"MU";"3533403";"Nova Odessa (SP)";"3000";"781"
"MU";"3533502";"Novo Horizonte (SP)";"25000";"29400"
"MU";"3533601";"Nuporanga (SP)";"4541";"3492"
"MU";"3533700";"Ocauçu (SP)";"23819";"21801"
"MU";"3533809";"Óleo (SP)";"9589";"8427"
"MU";"3533908";"Olímpia (SP)";"14569";"16022"
"MU";"3534005";"Onda Verde (SP)";"6114";"4690"
"MU";"3534104";"Oriente (SP)";"20531";"15503"
"MU";"3534203";"Orindiúva (SP)";"5384";"6048"
"MU";"3534302";"Orlândia (SP)";"4470";"3811"
"MU";"3534401";"Osasco (SP)";"...";"..."
"MU";"3534500";"Oscar Bressane (SP)";"25896";"28305"
"MU";"3534609";"Osvaldo Cruz (SP)";"23971";"27435"
"MU";"3534708";"Ourinhos (SP)";"6047";"6700"
"MU";"3534757";"Ouroeste (SP)";"19346";"15294"
"MU";"3534807";"Ouro Verde (SP)";"18400";"19400"
"MU";"3534906";"Pacaembu (SP)";"32688";"39752"
"MU";"3535002";"Palestina (SP)";"37153";"35200"
"MU";"3535101";"Palmares Paulista (SP)";"209";"122"
"MU";"3535200";"Palmeira d'Oeste (SP)";"44135";"51090"
"MU";"3535309";"Palmital (SP)";"4298";"3852"
"MU";"3535408";"Panorama (SP)";"18800";"18050"
"MU";"3535507";"Paraguaçu Paulista (SP)";"33200";"30532"
"MU";"3535606";"Paraibuna (SP)";"27272";"28064"
"MU";"3535705";"Paraíso (SP)";"1190";"1334"
"MU";"3535804";"Paranapanema (SP)";"36265";"32326"
"MU";"3535903";"Paranapuã (SP)";"7914";"7615"
"MU";"3536000";"Parapuã (SP)";"28333";"28362"
"MU";"3536109";"Pardinho (SP)";"17500";"13695"
"MU";"3536208";"Pariquera-Açu (SP)";"4500";"2800"
"MU";"3536257";"Parisi (SP)";"6500";"9600"
"MU";"3536307";"Patrocínio Paulista (SP)";"24723";"26991"
"MU";"3536406";"Paulicéia (SP)";"14220";"13400"
"MU";"3536505";"Paulínia (SP)";"660";"320"
"MU";"3536570";"Paulistânia (SP)";"10170";"7682"
"MU";"3536604";"Paulo de Faria (SP)";"28789";"28218"
"MU";"3536703";"Pederneiras (SP)";"18233";"24300"
"MU";"3536802";"Pedra Bela (SP)";"7300";"10870"
"MU";"3536901";"Pedranópolis (SP)";"21368";"27861"
"MU";"3537008";"Pedregulho (SP)";"33746";"30910"
"MU";"3537107";"Pedreira (SP)";"7966";"9215"
"MU";"3537156";"Pedrinhas Paulista (SP)";"1173";"1037"
"MU";"3537206";"Pedro de Toledo (SP)";"1500";"1460"
"MU";"3537305";"Penápolis (SP)";"21212";"22447"
"MU";"3537404";"Pereira Barreto (SP)";"50565";"52239"
"MU";"3537503";"Pereiras (SP)";"27000";"31500"
"MU";"3537602";"Peruíbe (SP)";"780";"338"
"MU";"3537701";"Piacatu (SP)";"21060";"23863"
"MU";"3537800";"Piedade (SP)";"9222";"9100"
"MU";"3537909";"Pilar do Sul (SP)";"14092";"13459"
"MU";"3538006";"Pindamonhangaba (SP)";"49875";"56382"
"MU";"3538105";"Pindorama (SP)";"3290";"2850"
"MU";"3538204";"Pinhalzinho (SP)";"11500";"9023"
"MU";"3538303";"Piquerobi (SP)";"62928";"64262"
"MU";"3538501";"Piquete (SP)";"7598";"7800"
"MU";"3538600";"Piracaia (SP)";"19500";"17570"
"MU";"3538709";"Piracicaba (SP)";"51800";"53589"
"MU";"3538808";"Piraju (SP)";"28849";"22829"
"MU";"3538907";"Pirajuí (SP)";"54653";"51014"
"MU";"3539004";"Pirangi (SP)";"2688";"1850"
"MU";"3539103";"Pirapora do Bom Jesus (SP)";"...";"..."
"MU";"3539202";"Pirapozinho (SP)";"31821";"26170"
"MU";"3539301";"Pirassununga (SP)";"10600";"9300"
"MU";"3539400";"Piratininga (SP)";"29996";"29365"
"MU";"3539509";"Pitangueiras (SP)";"4700";"5417"
"MU";"3539608";"Planalto (SP)";"8379";"7850"
"MU";"3539707";"Platina (SP)";"12969";"7502"
"MU";"3539806";"Poá (SP)";"12";"29"
"MU";"3539905";"Poloni (SP)";"10864";"12450"
"MU";"3540002";"Pompéia (SP)";"68925";"63677"
"MU";"3540101";"Pongaí (SP)";"16767";"21068"
"MU";"3540200";"Pontal (SP)";"644";"562"
"MU";"3540259";"Pontalinda (SP)";"19170";"17408"
"MU";"3540309";"Pontes Gestal (SP)";"11035";"9100"
"MU";"3540408";"Populina (SP)";"19388";"18450"
"MU";"3540507";"Porangaba (SP)";"25541";"25608"
"MU";"3540606";"Porto Feliz (SP)";"23600";"22700"
"MU";"3540705";"Porto Ferreira (SP)";"3050";"3000"
"MU";"3540754";"Potim (SP)";"3890";"6252"
"MU";"3540804";"Potirendaba (SP)";"33494";"39320"
"MU";"3540853";"Pracinha (SP)";"7081";"6280"
"MU";"3540903";"Pradópolis (SP)";"1090";"460"
"MU";"3541000";"Praia Grande (SP)";"...";"..."
"MU";"3541059";"Pratânia (SP)";"6500";"5571"
"MU";"3541109";"Presidente Alves (SP)";"30635";"21890"
"MU";"3541208";"Presidente Bernardes (SP)";"100749";"125109"
"MU";"3541307";"Presidente Epitácio (SP)";"100365";"89147"
"MU";"3541406";"Presidente Prudente (SP)";"55178";"58382"
"MU";"3541505";"Presidente Venceslau (SP)";"83013";"95974"
"MU";"3541604";"Promissão (SP)";"51939";"53833"
"MU";"3541653";"Quadra (SP)";"9292";"9250"
"MU";"3541703";"Quatá (SP)";"32240";"27200"
"MU";"3541802";"Queiroz (SP)";"8115";"10458"
"MU";"3541901";"Queluz (SP)";"7890";"9900"
"MU";"3542008";"Quintana (SP)";"32250";"29522"
"MU";"3542107";"Rafard (SP)";"2700";"3382"
"MU";"3542206";"Rancharia (SP)";"135000";"115328"
"MU";"3542305";"Redenção da Serra (SP)";"12440";"13762"
"MU";"3542404";"Regente Feijó (SP)";"27004";"28270"
"MU";"3542503";"Reginópolis (SP)";"21270";"24548"
"MU";"3542602";"Registro (SP)";"12000";"8150"
"MU";"3542701";"Restinga (SP)";"7281";"7058"
"MU";"3542800";"Ribeira (SP)";"6534";"4884"
"MU";"3542909";"Ribeirão Bonito (SP)";"12689";"11700"
"MU";"3543006";"Ribeirão Branco (SP)";"15798";"11221"
"MU";"3543105";"Ribeirão Corrente (SP)";"4973";"3634"
"MU";"3543204";"Ribeirão do Sul (SP)";"5190";"4100"
"MU";"3543238";"Ribeirão dos Índios (SP)";"19838";"23503"
"MU";"3543253";"Ribeirão Grande (SP)";"6403";"4406"
"MU";"3543303";"Ribeirão Pires (SP)";"75";"78"
"MU";"3543402";"Ribeirão Preto (SP)";"4700";"4000"
"MU";"3543501";"Riversul (SP)";"37631";"35000"
"MU";"3543600";"Rifaina (SP)";"7347";"6892"
"MU";"3543709";"Rincão (SP)";"4427";"4537"
"MU";"3543808";"Rinópolis (SP)";"37200";"43287"
"MU";"3543907";"Rio Claro (SP)";"18400";"18040"
"MU";"3544004";"Rio das Pedras (SP)";"1979";"1940"
"MU";"3544103";"Rio Grande da Serra (SP)";"21";"30"
"MU";"3544202";"Riolândia (SP)";"36500";"31600"
"MU";"3544251";"Rosana (SP)";"55800";"57891"
"MU";"3544301";"Roseira (SP)";"6324";"5826"
"MU";"3544400";"Rubiácea (SP)";"19100";"17423"
"MU";"3544509";"Rubinéia (SP)";"19495";"17100"
"MU";"3544608";"Sabino (SP)";"14300";"24800"
"MU";"3544707";"Sagres (SP)";"10099";"11850"
"MU";"3544806";"Sales (SP)";"18500";"19520"
"MU";"3544905";"Sales Oliveira (SP)";"8417";"8886"
"MU";"3545001";"Salesópolis (SP)";"4201";"4250"
"MU";"3545100";"Salmourão (SP)";"12641";"12550"
"MU";"3545159";"Saltinho (SP)";"5580";"6062"
"MU";"3545209";"Salto (SP)";"3200";"3200"
"MU";"3545308";"Salto de Pirapora (SP)";"6500";"7900"
"MU";"3545407";"Salto Grande (SP)";"5072";"3700"
"MU";"3545506";"Sandovalina (SP)";"23839";"20148"
"MU";"3545605";"Santa Adélia (SP)";"2790";"3375"
"MU";"3545704";"Santa Albertina (SP)";"25127";"25415"
"MU";"3545803";"Santa Bárbara d'Oeste (SP)";"1500";"1970"
"MU";"3546009";"Santa Branca (SP)";"9983";"11100"
"MU";"3546108";"Santa Clara d'Oeste (SP)";"18581";"18450"
"MU";"3546207";"Santa Cruz da Conceição (SP)";"7500";"8930"
"MU";"3546256";"Santa Cruz da Esperança (SP)";"2200";"2000"
"MU";"3546306";"Santa Cruz das Palmeiras (SP)";"1900";"1600"
"MU";"3546405";"Santa Cruz do Rio Pardo (SP)";"48988";"42500"
"MU";"3546504";"Santa Ernestina (SP)";"287";"226"
"MU";"3546603";"Santa Fé do Sul (SP)";"26344";"27890"
"MU";"3546702";"Santa Gertrudes (SP)";"342";"506"
"MU";"3546801";"Santa Isabel (SP)";"8100";"6606"
"MU";"3546900";"Santa Lúcia (SP)";"491";"315"
"MU";"3547007";"Santa Maria da Serra (SP)";"10150";"11620"
"MU";"3547106";"Santa Mercedes (SP)";"10550";"11130"
"MU";"3547205";"Santana da Ponte Pensa (SP)";"14482";"19040"
"MU";"3547304";"Santana de Parnaíba (SP)";"...";"1300"
"MU";"3547403";"Santa Rita d'Oeste (SP)";"25643";"18300"
"MU";"3547502";"Santa Rita do Passa Quatro (SP)";"20500";"21900"
"MU";"3547601";"Santa Rosa de Viterbo (SP)";"8843";"8901"
"MU";"3547650";"Santa Salete (SP)";"10109";"11160"
"MU";"3547700";"Santo Anastácio (SP)";"68351";"82305"
"MU";"3547809";"Santo André (SP)";"...";"..."
"MU";"3547908";"Santo Antônio da Alegria (SP)";"17919";"18225"
"MU";"3548005";"Santo Antônio de Posse (SP)";"5500";"3874"
"MU";"3548054";"Santo Antônio do Aracanguá (SP)";"82560";"79912"
"MU";"3548104";"Santo Antônio do Jardim (SP)";"5190";"6400"
"MU";"3548203";"Santo Antônio do Pinhal (SP)";"4170";"3914"
"MU";"3548302";"Santo Expedito (SP)";"10796";"13275"
"MU";"3548401";"Santópolis do Aguapeí (SP)";"7874";"7652"
"MU";"3548500";"Santos (SP)";"...";"..."
"MU";"3548609";"São Bento do Sapucaí (SP)";"12213";"14158"
"MU";"3548708";"São Bernardo do Campo (SP)";"...";"..."
"MU";"3548906";"São Carlos (SP)";"35082";"35300"
"MU";"3549003";"São Francisco (SP)";"9001";"10807"
"MU";"3549102";"São João da Boa Vista (SP)";"37224";"42400"
"MU";"3549201";"São João das Duas Pontes (SP)";"10523";"10093"
"MU";"3549250";"São João de Iracema (SP)";"11741";"7112"
"MU";"3549300";"São João do Pau d'Alho (SP)";"5950";"3900"
"MU";"3549409";"São Joaquim da Barra (SP)";"4293";"4301"
"MU";"3549508";"São José da Bela Vista (SP)";"6695";"5171"
"MU";"3549607";"São José do Barreiro (SP)";"14078";"15310"
"MU";"3549706";"São José do Rio Pardo (SP)";"44500";"49000"
"MU";"3549805";"São José do Rio Preto (SP)";"20365";"25030"
"MU";"3549904";"São José dos Campos (SP)";"53641";"57545"
"MU";"3549953";"São Lourenço da Serra (SP)";"...";"..."
"MU";"3550001";"São Luiz do Paraitinga (SP)";"33800";"36847"
